닉네임,날짜,내용,종목
신기한건못참치,2025-01-10T09:11:48+09:00,"아쉽네요.
이렇게 올라갈줄이야",000660
노란서,2025-01-10T09:11:03+09:00,"전까진 매물대 없어서 올라가고 230,000원부터 지금 이 매수세가 유지만 된다면 신고가 돌파 도전가능",000660
석서기,2025-01-10T09:10:11+09:00,수익 25프로 후덜덜하네,000660
버뮤니,2025-01-10T09:09:38+09:00,좀더 가지고 있어도 되겠어요,000660
주식으로포르쉐타기,2025-01-10T09:09:14+09:00,이런날이 오다니~,000660
딸랑마미,2025-01-10T09:08:36+09:00,"갈등되네요
22층입주민인데 마5프로대까지왔어요
본전되면 매도하려고 했다가 몇번뒷통수 맞았는데 팔아야할지 ..,",000660
예금보다더벌자,2025-01-10T09:08:31+09:00,후회~하고이써요~,000660
FeelsGoodman,2025-01-10T09:08:14+09:00,분할익절,000660
우리누나맛있는거사줘야지,2025-01-10T09:08:09+09:00,감사합니다 하닉형,000660
내려갑니드아,2025-01-10T09:08:08+09:00,젠슨황이 이렇게 무섭읍니다,000660
뚜쓔쀼,2025-01-10T09:08:01+09:00,오늘 21만원 뚫으면 새로운 채널인디..?,000660
지원마미쥬,2025-01-10T09:07:57+09:00,지금 얼마죠? 토스 화면이 멈췄어요.,000660
호랑말코다,2025-01-10T09:06:25+09:00,하닉 미쳐 날 뛰네 ㄷㄷ,000660
왜냐고구마,2025-01-10T09:06:05+09:00,오 국장도 좋아보이네요 해볼까 지금 달러에묶여있는데,000660
잠실나루,2025-01-10T09:06:00+09:00,ㅇㅏ 시작부터 조건매도,000660
빨간불좋아요좋아,2025-01-10T09:05:54+09:00,에혀 199천원에 사놓고 비싸서 약손절 했는데 ㅋㅋㅋ 참 어렵다어려워,000660
2배만먹자,2025-01-10T09:05:51+09:00,"16~18 사고 팔고하면 된다는 놈들
다 버로우 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",000660
노란서,2025-01-10T09:05:44+09:00,가보자 하닉아,000660
나를넘는다,2025-01-10T09:05:21+09:00,25만원 가즈아아아아,000660
월루중인루팡,2025-01-10T09:05:17+09:00,불탈까 고민이네~,000660
킴경홍,2025-01-10T09:04:38+09:00,Lets go,000660
외화버는애국자,2025-01-10T09:04:01+09:00,23층 카즈하,000660
엘리샤데이지,2025-01-10T09:03:45+09:00,와우 끝장나네 역시,000660
불타는만두장,2025-01-10T09:03:33+09:00,배아프다,000660
효효쟝,2025-01-10T09:03:22+09:00,삼성은 머ㅓ하냐,000660
버블리링,2025-01-10T09:03:21+09:00,헐,000660
정화신,2025-01-10T09:02:58+09:00,22층이다,000660
돈줘슈발,2025-01-10T09:02:42+09:00,흑흑,000660
북아현3구역,2025-01-10T09:02:33+09:00,아이고 배아파라,000660
강남불개미,2025-01-10T08:58:23+09:00,197~200층 오면 추매해야지,000660
뭐지망한듯,2025-01-10T08:57:53+09:00,"20.7 가겠네
팔까말까 ㅠ",000660
우째라고,2025-01-10T08:56:08+09:00,"⏺️반도체 (삼성전자,SK하이닉스,한미반도체,이수페타시스,와이씨,디아이,SKC,필옵틱스)

“미국이 수십 년 동안 해 오지 않은 제조업을 다시 한다고 해서 바로 잘할 수 있을까요. 미국 입장에서도 제조업에서 높은 기술력을 가진 한국 기업들이 필요한 이유입니다.”

박성호 KOTRA 북미지역본부장이 전하는 미국 현지 분위기다. 실제 도널드 트럼프 2기 시대를 맞는 미국은 ‘제조업 기술’ 측면에서는 과거만큼의 경쟁력을 가지지 못하고 있다. 여러 품목에서 한국에 ‘SOS’를 보낼 수밖에 없는 구조다.",000660
저음불가,2025-01-10T08:52:29+09:00,천만원쯤 추매 하려는데 시장가는 그렇죠?,000660
골로가는,2025-01-10T08:52:28+09:00,오늘 tsmc 12월 실적발표대기,000660
강남불개미,2025-01-10T08:47:31+09:00,"지옥이다. 200층 손절잡고 드가자
역해숄 나옴
1파 목표가 219층 드가자",000660
수급조아,2025-01-10T07:43:24+09:00,"😀최태원 SK그룹 회장은 기자간담회에서 ""황 CEO와 로봇 등 피지컬 A i분야에서 의견을 교환했다""며 ""(젠슨 황이) 최근 발표한 코스모스 플랫폼을 앞으로도 같이 하면 좋겠다고 이야기했다""고 말함",000660
MarketNews,2025-01-10T07:28:18+09:00,"최태원 SK그룹 회장이 CES 2025에서 SK하이닉스의 HBM(고대역폭 메모리) 기술력이 엔비디아의 요구 속도를 초과했다고 발표하며 기술적 우위를 강조했습니다. SK하이닉스는 지난해 세계 최초로 HBM3E 8단 및 12단 제품을 양산하며 HBM 분야에서 독보적인 경쟁력을 입증했습니다.

최 회장은 HBM 기술이 SK하이닉스와 엔비디아의 협력에서 중요한 역할을 하고 있음을 언급하며, 2025년 HBM 공급량에 대한 협의도 이미 완료되었다고 밝혔습니다. 이는 SK하이닉스가 HBM 시장에서 지속적인 우위를 유지할 가능성을 높이는 긍정적인 신호로 평가됩니다.

또한 최 회장은 AI 경쟁이 반도체를 포함한 다양한 산업의 미래를 좌우할 것이라고 강조하며, 대한민국의 생존과 산업 경쟁력을 위해 AI 인프라 구축의 중요성을 역설했습니다. SK하이닉스는 HBM 기술을 통해 AI와 데이터센터 등 핵심 산업에서 글로벌 리더십을 강화할 것으로 기대됩니다.",000660
예스맨드가자,2025-01-10T03:32:52+09:00,지금들가기엔 너무고점이죠?,000660
곰돌이주식학당,2025-01-09T23:11:16+09:00,"SK하이닉스는 지난 한 주간 강한 상승이 나왔습니다. 엔비디아 젠슨 황의 HBM 관련 긍정적인 발언과 CXMT의 중국 군사 블랙리스트에 등재한 영향 때문입니다. CES를 계기로 외국인들의 순매수가 들어오면서 강하게 상승하여 200,500원의 저항을 돌파했습니다. 저항을 돌파함으로서 SK하이닉스는 하락 추세를 완전히 끝내고 이제는 상승 추세로의 전환이 되었습니다. 이평선이 빠르게 정배열로 전환될 것이고, 실제로 그러한 모습을 확인할 수 있습니다. 저는 154,700원까지 모아가는 전략을 줄곧 유지했는데, 11월 14일과 28일 매수를 한 뒤로 추가 매수는 하지 않았습니다. 이런 강한 상승이 올 줄은 몰랐습니다. 1월 7일 200,500원에 비중 일부를 수익실현 했습니다. 강한 저항이었기 때문에 여기서 흔들릴 가능성도 있다고 보았습니다. 그런데 별로 흔들리지 않는군요. 이제부터는 추세 전환을 이루었기 때문에 조정이 올 때마다 매수를 하는것이 맞다고 생각합니다. 만약 이대로 더 상승해버린다면 지금 있는 비중만 유지할 것입니다. 위로 저항은 212,500원부터 갭 저항이 있고, 235,000원에도 저항이 있습니다. 위에 저항이 제법 강하지만 아래에서의 횡보의 지지도 강하기 때문에 상승한다면 전고점을 넘을 가능성을 높게 보고 있습니다. 지켜보겠습니다.

늦은 시간에 너무 많이 올렸나?? 싶네요. 도움되고자 하는 순수한 마음 밖에 없으니.. 이해를 바래요.. 이번주 전략은 끝입니다. 감사합니다.",000660
롱이정답,2025-01-09T22:25:07+09:00,.,000660
GROK,2025-01-09T20:34:37+09:00,"최태원 SK그룹 회장이 CES 2025에서 젠슨 황 엔비디아 CEO와 만나 SK하이닉스의 고대역폭 메모리(HBM) 개발 속도가 엔비디아의 요구 속도를 넘어섰다고 밝히며 SK하이닉스의 기술력에 대한 강한 자신감을 드러냈습니다.

https://m.blog.naver.com/grok_newsfeed/223720516395",000660
난너를믿었던만큼내친구도믿었기,2025-01-09T20:24:45+09:00,익절은 언제나 옳다,000660
26년1월전역,2025-01-09T20:13:48+09:00,"역시 돈은 돌고 돕니다

나스닥 조정받으니까 국장 오르기 시작하네요",000660
Sidebar,2025-01-09T19:30:12+09:00,"DDR4시스템에서는 램은 무조건 삼성을 사용했지만 DDR5 넘어오면서 삼성램이 아닌 하이닉스 램이 주류가 되었습니다. (에센코어,팀그룹 등이 하이닉스 메모리 사용)
SSD쪽도 병행수입 제품을 쓰더라도 삼성제품을 사용했었던 과거와 다르게 P31 부터 하이닉스가 주류가 되기 시작했고 최근 하이닉스에서 PCIe 5.0 SSD를 새로 출시했는데 기존 PCIe 5.0 SSD들과 한참 차이나는 성능을 보여줌으로써 하이닉스가 차기 SSD 시장을 주도하게될 걸로 보입니다.
결론적으로 2024년 1년동안 여러 시장에서 비교되었겠지만 PC시장에서는 삼성전자에서 하이닉스로 거의 넘어간 분위기이고 몇몇 제조사에서도 삼성 메모리에서 마이크론, 하이닉스 메모리로 변경된 것이 확인되고 있습니다.
이번에 엔비디아 RTX5000 그래픽카드에는 삼성이 초도공급자가 되었다는 기사가 떴던데 어차피 5000번대 물량 맞추려면 삼성, 하이닉스, 마이크론 메모리 물량 다 갖다 써야할 것으로 보입니다. 2025년도 국내 주식시장 역시 반도체가 시장을 리드할 듯 보이며 젠슨황 CEO 말대로 삼성전자는 제대로 큰일 한번 내주지 않는 한 8만전자로의 복귀는 힘들어보입니다. SK하이닉스는 최근 국내 반도체 연구인력을 확충하고 R&D 및 투자를 계속 이어나가고 있어 전망이 좋아보이네요.",000660
헐크아빠,2025-01-09T19:17:58+09:00,"담는다는건
그나마 바닥찍고 하방경직성에서
벗어나려는 힘을 얻은 듯
삼전이 주도했던 반도체
대장이 바뀌는 시기
HBM 반도체에 대한 기대가 너무 컸던만큼 실적에 비해
과하게 반영한부분은 그동안
많이 두들겨 맞았다",000660
밍밍맘,2025-01-09T18:43:09+09:00,24찍어줘ㅜㅜ,000660
차트만보고매매,2025-01-09T18:42:33+09:00,"2025년 최신 SK하이닉스 주가 분석 보고서입니다.
할 수 있는 모든 분석은 다했습니다^^
https://isnblog.com/sk%ed%95%98%ec%9d%b4%eb%8b%89%ec%8a%a4-%ec%a3%bc%ea%b0%80-%ec%a0%84%eb%a7%9d-%eb%aa%a9%ed%91%9c%ec%a3%bc%ea%b0%80-%ec%a3%bc%ec%8b%9d-%eb%b3%b4%ea%b3%a0%ec%84%9c/",000660
빠이브,2025-01-09T17:35:36+09:00,"구조대가 오긴오네요잉..
휴....좀만힘내♡",000660
주식잘하는생선님,2025-01-09T16:35:49+09:00,"엔비디아살려면 달러로 바꿔야하는데

솔찍히 귀찮잔아 그러니 하이닉스를 사",000660
그리고너,2025-01-09T16:11:14+09:00,22까지만 보고 들어갑니다.,000660
RSI분할매수,2025-01-09T16:10:45+09:00,떨어지면 좀 사볼까나,000660
도대대,2025-01-09T16:03:13+09:00,못참았따..ㅠ,000660
쭈르르륵,2025-01-09T16:02:45+09:00,올해 하이닉스 이직할때까지 들고있는다.,000660
카이카이,2025-01-09T16:02:18+09:00,여기 잘가면 22까지 가능할걸로 보입니다 이추세라면,000660
주노2,2025-01-09T15:58:42+09:00,😋,000660
하루에십만원,2025-01-09T15:45:06+09:00,24만갈 관상이네,000660
끙차뚠뚠,2025-01-09T15:43:56+09:00,막판에 윗꼬리 조금 말아 올렸구나!!,000660
노란서,2025-01-09T15:39:19+09:00,"동시호가 Vi발동 동시호가 막판에 모건 9.6만주 주문

오늘장 투자자 매동확인
개인 -182만주
외인 +219만주
기관 -32만주 (금융투자,보험,사모펀드,기법 등)
연기금+은행+투신 +7만주",000660
성투파이팅,2025-01-09T15:33:48+09:00,엥 동시호가 VI 터졌다고?,000660
큐뀨쿠,2025-01-09T15:31:19+09:00,왜안끝나...,000660
골로가는,2025-01-09T15:25:29+09:00,207000원 기빨꼽자,000660
끼리낄,2025-01-09T15:25:26+09:00,예상체결가ㅋㅋㅋ,000660
삼하현직,2025-01-09T15:17:34+09:00,"실적 발표이후 주가 상승하면 다시 돌아오고, 주가 하락하면 또 16~17을 기다리겠습니다.

미장으로 뺀 2000만원 어치가 아깝네요...",000660
끼리낄,2025-01-09T15:16:35+09:00,외인 마지막까지 사는게 심상치않은데...?,000660
다다다다다아아,2025-01-09T15:16:22+09:00,감사,000660
류리네,2025-01-09T14:58:38+09:00,믿고사는 닉스!!감사!!♡,000660
흑우한마리,2025-01-09T14:46:07+09:00,맛있네예,000660
킴경홍,2025-01-09T14:41:05+09:00,ㄱㅈㅇ,000660
슬라이,2025-01-09T14:40:54+09:00,코쟁이들 무슨 소스가있나 너무들어오네 3개월만에.200만이 들어오는데,000660
특개미,2025-01-09T14:32:55+09:00,곧 화산처럼 터지겠네 떡상 열차 🚆 지금 출발합니다,000660
아기유령1,2025-01-09T14:27:51+09:00,재미보고 가융 곧 다시 올게요~~,000660
내돈이아니올시다,2025-01-09T14:20:07+09:00,룰루 탈출,000660
인베스팅닷컴,2025-01-09T14:19:36+09:00,"CES 2025에서 엔비디아 (NASDAQ:NVDA) CEO 젠슨 황은 연일 화제의 중심에 있었다. 글로벌 경제를 선도하는 그의 발언과 행보는 한국의 주요 반도체 대기업인 SK하이닉스와 삼성전자에도 큰 영향을 미쳤다.

최태원 SK그룹 회장은 CES 2025에서 젠슨 황과 만나 SK하이닉스의 고대역폭 메모리(HBM) 개발 속도가 고객사의 기대를 초과하며 중요한 기술적 진전을 이루었다고 평가했다. 두 사람은 피지컬 AI 분야에서도 협력을 이어가기로 합의했으며, SK하이닉스의 기술력이 엔비디아를 앞지르기 시작한 점에 대해 긍정적으로 논의했다. 최 회장은 한국의 제조업 강점을 활용해 엔비디아의 가상세계 플랫폼인 '코스모스'와 연계하여 AI 로봇 훈련 및 제조 관련 협력을 강화할 뜻을 밝혔다. 이러한 소식이 전해지자 SK하이닉스의 주가는 급등하며 시장의 주목을 받았다.

SK하이닉스는 2025년 인공지능(AI) 시장 확대로 인한 고대역폭 메모리(HBM) 수요 증가를 기반으로 강력한 성장이 예상된다. 2025년 매출은 전년 대비 45% 증가한 97조 원에 이를 것으로 보이며, 영업이익은 최대 45조 원(약 32.3억 달러)에 이를 수 있다는 전망이 나오고 있다. 특히 HBM 기술에서의 선도적 위치를 통해 삼성전자 반도체 부문의 실적을 넘어설 가능성도 제기되고 있다.

자세한 내용이 궁금하다면?


- 이 글은 정보 제공 목적으로만 작성되었습니다. 어떤 방식으로든 자산 매수를 장려하거나 투자를 요청, 제안, 추천, 조언, 상담 또는 권유하는 것으로 간주되지 않습니다. 모든 자산은 다양한 관점에서 평가되며 매우 위험하므로 투자 결정 및 관련 위험은 각 투자자의 책임이라는 점을 알려 드립니다.

출처: 인베스팅프로 / SK하이닉스차트",000660
러블리소울,2025-01-09T14:18:36+09:00,삼전에서 놀러왓습니다 오늘은 외인이 여기로 다온것 같내요 부럽습니다,000660
뚜왈렛,2025-01-09T14:16:43+09:00,다음에다시오께요~,000660
장난아님담,2025-01-09T14:08:00+09:00,감사합니다,000660
뚠뚠개미루동식,2025-01-09T14:06:22+09:00,단타 가즈아,000660
mooammo,2025-01-09T13:58:25+09:00,안녕,000660
콩콩콩킹,2025-01-09T13:57:05+09:00,ㅎㅎ 츄릅츄릅,000660
2배만먹자,2025-01-09T13:54:51+09:00,"이 주식 이제 시작인데 최소 몇달은 더 가지고
있어야 합니다.",000660
아니시뵬,2025-01-09T13:54:42+09:00,"박스권왔다
무슨 엄청난 호재가 쌓여도 21만위로 못올라가는 하닉은 일단 다 팔고 보고 대기타다 17만오면 다시 사고 엔비보면서 또 겁나 대기해야지",000660
10억부자까지,2025-01-09T13:53:07+09:00,ㅋㅋ,000660
익절까지쭉,2025-01-09T13:47:43+09:00,오래 가지고 있었는데 주린이는 이제 더 욕심 안부리고 갑니다 하닉주주님들은 더 높게 익절하세요,000660
30대후반시작,2025-01-09T13:43:14+09:00,와 이렇게 꼴아 박는데도 205를 못 뚫고 떨어지는 구나 기관도 아ㅣ제 슬슬 파네... 결국 승자는 205에 판 사람인가? 아님 내일 내일 올라가나?,000660
큐뀨쿠,2025-01-09T13:41:34+09:00,기관이내리네 흠,000660
지뢰밭보물찾기,2025-01-09T13:40:12+09:00,작년에도 206000원찍고 흘렀었지....따흑,000660
크레이지묘,2025-01-09T13:34:09+09:00,"언젠가 오를 줄 알았는데 오늘같은 시장에서 갑자기?!

매도되어서 좋은데 하이닉스 빠지니 포트폴리오가 죄다 서퍼렇네요ㅠㅠㅠ",000660
테딩턴,2025-01-09T13:27:13+09:00,열심히 공부해서 밥값 벌어보겠습니다.,000660
불타는만두장,2025-01-09T13:20:20+09:00,"일단..수익실현하고
또 지켜보겠습니당",000660
츄츄코,2025-01-09T13:18:48+09:00,조금만 더 올라줘....,000660
도롱롱롱롱,2025-01-09T13:17:26+09:00,이제 나중에 올게요 🙏😭,000660
구라핑,2025-01-09T13:14:53+09:00,"외국인 간만에 역대급으로 사는데
꼭 많이사면 쳐박던데
유지해줄려나;;",000660
별이왕자,2025-01-09T13:13:57+09:00,도랏맨,000660
토레타제로,2025-01-09T13:10:29+09:00,"평단 22층이고
지금 -17만까지 올라왔는데 팔까요",000660
용형상,2025-01-09T13:10:17+09:00,줄때 먹자,000660
탱탱부부,2025-01-09T13:06:43+09:00,21만 기원 제물을 바칩니다.,000660
치킨닭,2025-01-09T13:03:16+09:00,기다리면 좋은 일이 생기는가봐요~,000660
커스텀커피,2025-01-09T13:02:17+09:00,부분익절,000660
사이더스스페이스발사3일전,2025-01-09T13:00:46+09:00,잘먹고갑니당,000660
엄마표주식,2025-01-09T12:53:05+09:00,"최고점에 사서 2달만에 탈출...
국장은 첨인데 이제 안할래요",000660
한타타,2025-01-09T12:52:51+09:00,관심.종목,000660
카네기삼,2025-01-09T12:49:57+09:00,좋아좋아 가자고,000660
당당차,2025-01-09T12:48:08+09:00,"버텨야 먹여주는 국장 반도체
저는 계속 홀드입니다

안팔았다가 후회하는 날이 하루 이틀이 아닙니다만...
내 손가락 탓 해야죠

다들 화이팅이요",000660
